event_id,num_rows,duration_ms,rows_per_10ms,total_piezo_sum,total_piezo_max_sum,p1_sum_share,p2_sum_share,p3_sum_share,p1_peak_share,p2_peak_share,p3_peak_share,dominant_peak_sensor,dominant_sum_sensor,dominant_peak_margin,dominant_sum_margin,max_p1_minus_p2,max_p1_minus_p3,max_p2_minus_p3,sum_p1_minus_p2,sum_p1_minus_p3,sum_p2_minus_p3,p1_over_p2_peak,p1_over_p3_peak,p2_over_p3_peak,p1_over_p2_sum,p1_over_p3_sum,p2_over_p3_sum,overall_peak_value,overall_peak_idx,overall_peak_time_ms,overall_peak_pos_frac,overall_peak_sensor,p1_at_overall_peak,p2_at_overall_peak,p3_at_overall_peak,ax_at_overall_peak,ay_at_overall_peak,az_at_overall_peak,amag_at_overall_peak,p1_max,p1_min,p1_sum,p1_mean,p1_first,p1_last,p1_peak_idx,p1_peak_time_ms,p1_peak_pos_frac,p1_time_after_peak_ms,p1_first_half_sum,p1_second_half_sum,p1_pre_peak_sum,p1_post_peak_sum,p1_rise_slope,p1_fall_slope,p1_rows_above_50pct,p1_rows_above_75pct,p1_rows_above_90pct,p1_peak_concentration,p1_peak_sharpness,p2_max,p2_min,p2_sum,p2_mean,p2_first,p2_last,p2_peak_idx,p2_peak_time_ms,p2_peak_pos_frac,p2_time_after_peak_ms,p2_first_half_sum,p2_second_half_sum,p2_pre_peak_sum,p2_post_peak_sum,p2_rise_slope,p2_fall_slope,p2_rows_above_50pct,p2_rows_above_75pct,p2_rows_above_90pct,p2_peak_concentration,p2_peak_sharpness,p3_max,p3_min,p3_sum,p3_mean,p3_first,p3_last,p3_peak_idx,p3_peak_time_ms,p3_peak_pos_frac,p3_time_after_peak_ms,p3_first_half_sum,p3_second_half_sum,p3_pre_peak_sum,p3_post_peak_sum,p3_rise_slope,p3_fall_slope,p3_rows_above_50pct,p3_rows_above_75pct,p3_rows_above_90pct,p3_peak_concentration,p3_peak_sharpness,peak_idx_diff_p1_p2,peak_idx_diff_p1_p3,peak_idx_diff_p2_p3,ax_abs_max,ay_abs_max,az_abs_max,ax_mean,ay_mean,az_mean,amag_max,amag_mean,amag_sum,amag_peak_idx,amag_peak_time_ms,amag_peak_pos_frac,amag_peak_minus_overall_piezo_peak_idx,label
8,9,234,0.38461538461538464,1170,360,0.5769230769230769,0.4094017094017094,0.013675213675213675,0.6416666666666667,0.3194444444444444,0.03888888888888889,1,1,116,196,116,217,101,196,659,463,2.008695652173913,16.5,8.214285714285714,1.4091858037578289,42.1875,29.9375,231,1,22,0.125,1,231,0,0,32767,32767,10124,47432.56216988494,231,0,675,75.0,103,62,1,22,0.125,212,591,84,334,572,5.818181818181818,0.7971698113207547,2,2,1,0.5940740740740741,146.0,115,0,479,53.22222222222222,33,0,5,129,0.625,105,110,369,329,265,0.6356589147286822,1.0952380952380953,4,2,2,0.6346555323590815,20.5,14,0,16,1.7777777777777777,14,0,0,0,0.0,234,14,2,14,16,0.0,0.05982905982905983,1,1,1,0.875,7.0,-4,1,5,32768,32768,28088,-9861.888888888889,-8326.444444444445,15155.333333333334,49527.40267770964,35724.03789077205,321516.34101694846,4,121,0.5,3,right_kick
9,9,119,0.7563025210084033,811,243,0.6152897657213316,0.376078914919852,0.008631319358816275,0.6460905349794238,0.32510288065843623,0.02880658436213992,1,1,78,194,78,150,72,194,492,298,1.9873417721518987,22.428571428571427,11.285714285714286,1.6360655737704919,71.28571428571429,43.57142857142857,157,3,31,0.375,1,157,0,0,-32768,-22972,-5692,40420.953378167615,157,0,499,55.44444444444444,96,3,3,31,0.375,88,400,99,400,256,1.967741935483871,1.75,4,1,1,0.6693386773547094,68.5,79,0,305,33.888888888888886,0,67,5,96,0.625,23,12,293,91,293,0.8229166666666666,0.5217391304347826,4,4,2,0.5114754098360655,40.5,7,0,7,0.7777777777777778,7,0,0,0,0.0,119,7,0,7,7,0.0,0.058823529411764705,1,1,1,1.0,3.5,-2,3,5,32768,32768,32767,-9241.888888888889,-6441.111111111111,15159.777777777777,56754.1088116094,34503.49531965662,310531.4578769096,0,0,0.0,-3,right_kick
10,15,174,0.8620689655172414,2218,393,0.5807033363390441,0.4035166816952209,0.015779981965734897,0.6844783715012722,0.272264631043257,0.043256997455470736,1,1,162,393,162,252,90,393,1253,860,2.514018691588785,15.823529411764707,6.294117647058823,1.4391061452513967,36.8,25.571428571428573,269,2,21,0.14285714285714285,1,269,0,0,9884,32767,24780,42254.20860695417,269,0,1288,85.86666666666666,157,6,2,21,0.14285714285714285,153,1006,282,553,1004,5.333333333333333,1.7189542483660132,5,3,1,0.4246894409937888,130.0,107,0,895,59.666666666666664,0,79,6,60,0.42857142857142855,114,303,592,303,699,1.7833333333333334,0.24561403508771928,11,5,3,0.2547486033519553,46.5,17,0,35,2.3333333333333335,17,0,0,0,0.0,174,35,0,17,35,0.0,0.09770114942528736,2,2,2,0.9714285714285714,0.0,-4,2,6,32768,32768,32768,-3326.2,-7243.6,13263.8,56754.1088116094,37016.430120590245,555246.4518088537,3,29,0.21428571428571427,1,right_kick
11,11,162,0.6790123456790123,1466,336,0.567530695770805,0.4092769440654843,0.023192360163710776,0.6071428571428571,0.31845238095238093,0.0744047619047619,1,1,97,232,97,179,82,232,798,566,1.9065420560747663,8.16,4.28,1.3866666666666667,24.470588235294116,17.647058823529413,204,4,61,0.4,1,204,41,0,-32768,-29516,-15452,46730.080076969694,204,0,832,75.63636363636364,138,6,4,61,0.4,101,735,97,735,301,1.0819672131147542,1.9603960396039604,4,2,1,0.5192307692307693,90.0,107,0,600,54.54545454545455,7,71,7,140,0.7,22,122,478,353,354,0.7142857142857143,1.6363636363636365,6,4,2,0.495,12.0,25,0,34,3.090909090909091,9,0,1,8,0.1,154,34,0,34,25,2.0,0.16233766233766234,1,1,1,1.0,20.5,-3,3,6,32768,32768,32767,-4350.272727272727,-7856.636363636364,10931.181818181818,53807.67307735951,37887.60764300355,416763.684073039,0,0,0.0,-4,right_kick
12,14,276,0.5072463768115942,3503,939,0.32943191550099915,0.657151013417071,0.013417071081929775,0.4057507987220447,0.5633652822151225,0.0308839190628328,2,2,148,1148,-148,352,500,-1148,1107,2255,0.720226843100189,13.137931034482758,18.24137931034483,0.5013032145960035,24.5531914893617,48.97872340425532,529,3,34,0.23076923076923078,2,0,529,6,-1328,32767,32767,46358.560827532165,381,0,1154,82.42857142857143,381,7,0,0,0.0,276,876,278,381,1154,0.0,1.355072463768116,2,2,1,0.6178509532062392,24.5,529,0,2302,164.42857142857142,0,66,3,34,0.23076923076923078,242,1749,553,805,2026,15.558823529411764,1.9132231404958677,4,1,1,0.5095569070373588,207.0,29,0,47,3.357142857142857,29,0,0,0,0.0,276,47,0,29,47,0.0,0.10507246376811594,1,1,1,0.6170212765957447,14.5,-3,0,3,32768,32768,32768,3220.5,1164.7857142857142,6576.571428571428,56754.686167751825,39788.44766768206,557038.2673475489,1,18,0.07692307692307693,-2,right_kick
13,10,171,0.5847953216374269,1329,338,0.47328818660647104,0.509405568096313,0.01730624529721595,0.514792899408284,0.4437869822485207,0.04142011834319527,1,2,24,48,24,160,136,-48,606,654,1.16,12.428571428571429,10.714285714285714,0.9290989660265879,27.347826086956523,29.434782608695652,174,3,63,0.3333333333333333,1,174,37,0,-32768,-28348,-27208,51162.742225177884,174,0,629,62.9,162,8,3,63,0.3333333333333333,108,619,10,491,312,0.19047619047619047,1.537037037037037,4,2,2,0.6232114467408585,65.0,150,0,677,67.7,30,82,6,147,0.6666666666666666,24,83,594,380,447,0.8163265306122449,2.8333333333333335,5,3,2,0.6159527326440177,16.5,14,0,23,2.3,14,0,0,0,0.0,171,22,1,14,23,0.0,0.08187134502923976,1,1,1,0.7391304347826086,5.5,-3,3,6,32768,32768,32767,-4657.8,-10621.4,11488.2,56754.1088116094,35640.76632900715,356407.66329007153,1,18,0.1111111111111111,-2,right_kick
14,12,164,0.7317073170731707,1631,338,0.5849172286940527,0.4034334763948498,0.011649294911097487,0.6597633136094675,0.30177514792899407,0.038461538461538464,1,1,121,296,121,210,89,296,935,639,2.1862745098039214,17.153846153846153,7.846153846153846,1.4498480243161094,50.21052631578947,34.63157894736842,223,1,21,0.09090909090909091,1,223,0,0,32767,32767,15644,48908.96966814983,223,0,954,79.5,167,6,1,21,0.09090909090909091,143,883,71,390,787,2.6666666666666665,1.5174825174825175,4,2,1,0.5115303983228512,90.5,102,0,658,54.833333333333336,0,73,8,141,0.7272727272727273,23,221,437,416,344,0.723404255319149,1.2608695652173914,7,6,3,0.4331306990881459,10.5,13,0,19,1.5833333333333333,13,1,0,0,0.0,164,13,6,13,19,0.0,0.07317073170731707,1,1,1,0.6842105263157895,6.5,-7,1,8,32768,32768,32768,-3531.5,-13546.5,10201.583333333334,56754.1088116094,36555.26317853992,438663.1581424791,2,29,0.18181818181818182,1,right_kick
15,11,155,0.7096774193548387,1244,314,0.565112540192926,0.41559485530546625,0.01929260450160772,0.554140127388535,0.40764331210191085,0.03821656050955414,1,1,46,186,46,162,116,186,679,493,1.359375,14.5,10.666666666666666,1.3597678916827853,29.291666666666668,21.541666666666668,174,4,66,0.4,1,174,8,0,-32768,-23200,-8584,41056.87372414027,174,0,703,63.90909090909091,92,0,4,66,0.4,89,602,101,602,275,1.2424242424242424,1.9550561797752808,5,2,1,0.5021337126600285,84.5,128,0,517,47.0,4,72,7,131,0.7,24,12,505,229,416,0.9465648854961832,2.3333333333333335,5,3,2,0.6499032882011605,24.0,12,0,24,2.1818181818181817,8,0,1,19,0.1,136,20,4,20,16,0.21052631578947367,0.08823529411764706,2,1,1,0.8333333333333334,8.0,-3,3,6,32768,32768,32767,-3272.909090909091,-6638.818181818182,13448.636363636364,53294.5171101118,36372.85110001519,400101.36210016714,3,34,0.3,-1,right_kick
16,9,170,0.5294117647058824,981,226,0.3720693170234455,0.6095820591233435,0.01834862385321101,0.45132743362831856,0.4911504424778761,0.05752212389380531,2,2,9,233,-9,89,98,-233,347,580,0.918918918918919,7.846153846153846,8.538461538461538,0.6103678929765887,20.27777777777778,33.22222222222222,111,5,147,0.625,2,0,111,0,-3136,-15480,13620,20855.917529564602,102,0,365,40.55555555555556,92,1,3,63,0.375,107,364,1,364,103,0.15873015873015872,0.9439252336448598,4,4,2,0.5205479452054794,58.0,111,15,598,66.44444444444444,15,74,5,147,0.625,23,121,477,333,376,0.6530612244897959,1.608695652173913,5,4,2,0.5183946488294314,11.5,13,0,18,2.0,13,0,0,0,0.0,170,18,0,13,18,0.0,0.07647058823529412,1,1,1,1.0,4.0,-2,3,5,31092,32768,32767,-9183.111111111111,-6666.777777777777,10215.0,47143.25828790369,27023.58298123216,243212.24683108943,1,21,0.125,-4,right_kick
17,9,164,0.5487804878048781,1164,318,0.46219931271477666,0.5163230240549829,0.02147766323024055,0.5377358490566038,0.42452830188679247,0.03773584905660377,1,2,36,63,36,159,123,-63,513,576,1.2666666666666666,14.25,11.25,0.8951747088186356,21.52,24.04,171,2,64,0.25,1,171,37,0,-32768,-25076,-22932,47206.188407877205,171,0,538,59.77777777777778,130,0,2,64,0.25,100,538,0,421,288,0.640625,1.71,4,2,1,0.758364312267658,52.5,135,0,601,66.77777777777777,17,74,5,141,0.625,23,88,513,314,422,0.8368794326241135,2.652173913043478,5,2,1,0.5773710482529119,29.0,12,0,25,2.7777777777777777,12,0,0,0,0.0,164,22,3,12,25,0.0,0.07317073170731707,2,2,1,0.88,1.0,-3,2,5,32768,32768,32767,-14117.888888888889,-16657.88888888889,14850.555555555555,56754.1088116094,38354.47043753762,345190.2339378385,1,27,0.125,-1,right_kick
18,12,147,0.8163265306122448,1469,325,0.5541184479237576,0.43635125936010893,0.009530292716133424,0.6123076923076923,0.36,0.027692307692307693,1,1,82,173,82,190,108,173,800,627,1.7008547008547008,22.11111111111111,13.0,1.2698907956318253,58.142857142857146,45.785714285714285,199,5,61,0.45454545454545453,1,199,19,0,-32768,-23828,-8076,41312.675827159874,199,0,814,67.83333333333333,163,0,5,61,0.45454545454545453,86,699,115,699,314,0.5901639344262295,2.313953488372093,4,2,1,0.4877149877149877,100.0,117,0,641,53.416666666666664,86,65,8,123,0.7272727272727273,24,172,469,370,388,0.25203252032520324,2.1666666666666665,6,3,2,0.48205928237129486,21.0,9,0,14,1.1666666666666667,9,0,0,0,0.0,147,12,2,9,14,0.0,0.061224489795918366,1,1,1,0.6428571428571429,4.5,-3,5,8,32768,32768,32767,-8064.166666666667,-8063.833333333333,15981.166666666666,56754.1088116094,38095.501227474175,457146.0147296901,1,22,0.09090909090909091,-4,right_kick
19,10,161,0.6211180124223602,1216,301,0.40460526315789475,0.5904605263157895,0.004934210526315789,0.521594684385382,0.4584717607973422,0.019933554817275746,1,2,19,226,19,151,132,-226,486,712,1.1376811594202898,26.166666666666668,23.0,0.6852367688022284,82.0,119.66666666666667,157,3,61,0.3333333333333333,1,157,34,0,-31360,-25544,-20764,45465.253018101634,157,0,492,49.2,113,0,3,61,0.3333333333333333,100,492,0,402,247,0.7213114754098361,1.57,3,1,1,0.6422764227642277,77.5,138,0,718,71.8,13,93,6,138,0.6666666666666666,23,147,571,373,483,0.9057971014492754,1.9565217391304348,5,3,2,0.5013927576601671,27.0,6,0,6,0.6,6,0,0,0,0.0,161,6,0,6,6,0.0,0.037267080745341616,1,1,1,1.0,3.0,-3,3,6,32767,32768,32767,-5808.1,-12818.1,7077.1,48188.39048982649,31482.84283808936,314828.4283808936,1,14,0.1111111111111111,-2,right_kick
20,11,263,0.4182509505703422,1221,309,0.26945126945126946,0.7092547092547092,0.021294021294021293,0.3592233009708738,0.598705501618123,0.042071197411003236,2,2,74,537,-74,98,172,-537,303,840,0.6,8.538461538461538,14.23076923076923,0.37990762124711314,12.653846153846153,33.30769230769231,185,6,134,0.6,2,0,185,1,-3996,-15244,4492,16386.751233847423,111,0,329,29.90909090909091,111,0,0,0,0.0,263,327,2,111,329,0.0,0.4220532319391635,4,1,1,0.5379939209726444,22.5,185,0,866,78.72727272727273,3,63,6,134,0.6,129,104,762,472,579,1.3582089552238805,0.9457364341085271,5,3,2,0.5993071593533488,18.0,13,0,26,2.3636363636363638,13,0,0,0,0.0,263,23,3,13,26,0.0,0.049429657794676805,2,2,1,0.8846153846153846,1.5,-6,0,6,32767,32768,32767,-2815.0,-10923.0,8805.727272727272,50178.06375299868,27468.018541428133,302148.20395570947,1,8,0.1,-5,right_kick
1,6,38,1.5789473684210527,857,343,0.4340723453908985,0.5659276546091015,0.0,0.478134110787172,0.521865889212828,0.0,2,2,15,113,-15,164,179,-113,372,485,0.9162011173184358,164.0,179.0,0.7670103092783506,372.0,485.0,179,3,23,0.6,2,0,179,0,32767,-9912,-7328,35008.907680760334,164,0,372,62.0,126,0,1,7,0.2,31,372,0,290,246,5.428571428571429,5.290322580645161,3,2,1,1.0,60.0,179,0,485,80.83333333333333,0,113,3,23,0.6,15,30,455,209,455,7.782608695652174,4.4,3,2,2,0.7670103092783506,82.5,0,0,0,0.0,0,0,0,0,0.0,38,0,0,0,0,0.0,0.0,6,6,6,0.0,0.0,-2,1,3,32767,13564,28396,23832.166666666668,448.0,-5153.333333333333,45431.16992770492,29468.044670215302,176808.26802129182,1,7,0.2,-2,jab
2,5,31,1.6129032258064515,721,393,0.6255201109570042,0.37447988904299584,0.0,0.72264631043257,0.27735368956743,0.0,1,1,175,181,175,284,109,181,451,270,2.6055045871559632,284.0,109.0,1.6703703703703703,451.0,270.0,284,0,0,0.0,1,284,0,0,32767,32767,-29704,55042.5307739388,284,0,451,90.2,284,0,0,0,0.0,31,417,34,284,451,0.0,9.161290322580646,1,1,1,0.9246119733924612,75.5,109,0,270,54.0,0,61,3,24,0.75,7,0,270,209,170,4.541666666666667,6.857142857142857,3,2,2,1.0,28.5,0,0,0,0.0,0,0,0,0,0.0,31,0,0,0,0,0.0,0.0,5,5,5,0.0,0.0,-3,0,3,32767,32767,29704,25141.0,4351.0,-3089.6,55042.5307739388,33826.435452847654,169132.17726423827,0,0,0.0,0,jab
3,5,31,1.6129032258064515,841,415,0.746730083234245,0.25326991676575505,0.0,0.7156626506024096,0.28433734939759037,0.0,1,1,179,415,179,297,118,415,628,213,2.516949152542373,297.0,118.0,2.948356807511737,628.0,213.0,297,1,8,0.25,1,297,0,0,32767,8176,-32768,47055.97824931493,297,0,628,125.6,113,0,1,8,0.25,23,410,218,410,515,23.0,12.91304347826087,1,1,1,0.8837579617834395,168.0,118,0,213,42.6,0,118,4,31,1.0,0,0,213,213,118,3.806451612903226,0.0,2,2,1,1.0,11.5,0,0,0,0.0,0,0,0,0,0.0,31,0,0,0,0,0.0,0.0,5,5,5,0.0,0.0,-3,1,4,32767,19568,32768,30305.6,-717.6,-13511.2,47055.97824931493,37773.206738182016,188866.0336909101,1,8,0.25,0,jab
4,3,15,2.0,667,432,0.9895052473763118,0.010494752623688156,0.0,0.9837962962962963,0.016203703703703703,0.0,1,1,418,653,418,425,7,653,660,7,60.714285714285715,425.0,7.0,94.28571428571429,660.0,7.0,425,1,7,0.5,1,425,7,0,32767,23244,-27220,48527.19057394524,425,111,660,220.0,111,124,1,7,0.5,8,111,549,536,549,44.857142857142854,37.625,1,1,1,1.0,307.5,7,0,7,2.3333333333333335,0,0,1,7,0.5,8,0,7,7,7,1.0,0.875,1,1,1,1.0,7.0,0,0,0,0.0,0,0,0,0,0.0,15,0,0,0,0,0.0,0.0,3,3,3,0.0,0.0,0,1,1,32767,27128,32768,32767.0,19634.666666666668,-20884.0,53696.8015527927,45396.07055576913,136188.2116673074,2,15,1.0,1,jab
5,5,31,1.6129032258064515,766,439,0.6553524804177546,0.34464751958224543,0.0,0.6902050113895216,0.3097949886104784,0.0,1,1,167,238,167,303,136,238,502,264,2.2279411764705883,303.0,136.0,1.9015151515151516,502.0,264.0,303,1,8,0.25,1,303,0,0,32767,15476,-32768,48856.16326524218,303,0,502,100.4,108,0,1,8,0.25,23,411,91,411,394,24.375,13.173913043478262,1,1,1,1.0,203.5,136,0,264,52.8,0,117,3,23,0.75,8,0,264,147,253,5.913043478260869,2.375,2,2,1,1.0,72.0,0,0,0,0.0,0,0,0,0,0.0,31,0,0,0,0,0.0,0.0,5,5,5,0.0,0.0,-2,1,3,32767,32768,32768,25037.8,-10967.2,-13156.8,48856.16326524218,38179.209136567355,190896.0456828368,1,8,0.25,0,jab
6,5,37,1.3513513513513513,1034,664,0.5425531914893617,0.4574468085106383,0.0,0.6987951807228916,0.30120481927710846,0.0,1,1,264,88,264,464,200,88,561,473,2.32,464.0,200.0,1.186046511627907,561.0,473.0,464,1,8,0.25,1,464,0,0,32767,18784,-32768,50002.56762407307,464,0,561,112.2,97,0,1,8,0.25,29,561,0,561,464,45.875,16.0,1,1,1,1.0,415.5,200,0,473,94.6,0,106,3,29,0.75,8,0,473,367,306,6.896551724137931,11.75,3,2,1,1.0,63.5,0,0,0,0.0,0,0,0,0,0.0,37,0,0,0,0,0.0,0.0,5,5,5,0.0,0.0,-2,1,3,32767,25340,32768,24532.2,-2444.0,-9231.2,50002.56762407307,35388.169428840905,176940.84714420454,1,8,0.25,0,jab
7,5,30,1.6666666666666665,626,304,0.7204472843450479,0.2795527156549521,0.0,0.6513157894736842,0.34868421052631576,0.0,1,1,92,276,92,198,106,276,451,175,1.8679245283018868,198.0,106.0,2.577142857142857,451.0,175.0,198,1,8,0.25,1,198,0,0,32767,-11884,-32768,47839.81154854187,198,0,451,90.2,112,0,1,8,0.25,22,310,141,310,339,10.75,9.0,3,1,1,0.9689578713968958,78.5,106,0,175,35.0,0,106,4,30,1.0,0,0,175,175,106,3.533333333333333,0.0,2,1,1,1.0,18.5,0,0,0,0.0,0,0,0,0,0.0,30,0,0,0,0,0.0,0.0,5,5,5,0.0,0.0,-3,1,4,32767,32120,32768,18356.2,-9759.2,-8894.4,47839.81154854187,39169.395215645694,195846.97607822847,1,8,0.25,0,jab
8,5,30,1.6666666666666665,827,425,0.5405078597339782,0.45949214026602175,0.0,0.6141176470588235,0.38588235294117645,0.0,1,1,97,67,97,261,164,67,447,380,1.5914634146341464,261.0,164.0,1.1763157894736842,447.0,380.0,261,0,0,0.0,1,261,0,0,32767,-3960,-32768,46509.135801474535,261,0,447,89.4,261,0,0,0,0.0,30,411,36,261,447,0.0,8.7,2,1,1,0.9194630872483222,55.5,164,0,380,76.0,0,72,3,23,0.75,7,0,380,308,236,7.130434782608695,13.142857142857142,2,2,1,1.0,56.0,0,0,0,0.0,0,0,0,0,0.0,30,0,0,0,0,0.0,0.0,5,5,5,0.0,0.0,-3,0,3,32767,32768,32768,28618.0,-11494.4,-13129.6,46509.135801474535,39763.03951946335,198815.19759731676,0,0,0.0,0,jab
9,4,29,1.3793103448275863,461,265,0.8524945770065075,0.1475054229934924,0.0,0.7433962264150943,0.25660377358490566,0.0,1,1,129,325,129,197,68,325,393,68,2.8970588235294117,197.0,68.0,5.779411764705882,393.0,68.0,197,1,7,0.3333333333333333,1,197,0,0,32767,17080,-22628,43329.30962985678,197,0,393,98.25,94,0,1,7,0.3333333333333333,22,291,102,291,299,14.714285714285714,8.954545454545455,2,1,1,1.0,99.0,68,0,68,17.0,0,68,3,29,1.0,0,0,68,68,68,2.3448275862068964,0.0,1,1,1,1.0,34.0,0,0,0,0.0,0,0,0,0,0.0,29,0,0,0,0,0.0,0.0,4,4,4,0.0,0.0,-2,1,3,32767,17080,22628,32377.25,3495.0,-10252.0,43329.30962985678,36486.287256015654,145945.14902406262,1,7,0.3333333333333333,0,jab
10,7,133,0.5263157894736842,1145,570,0.3947598253275109,0.5685589519650655,0.03668122270742358,0.5771929824561404,0.34912280701754383,0.07368421052631578,1,2,130,199,130,287,157,-199,410,609,1.6532663316582914,7.833333333333333,4.738095238095238,0.6943164362519201,10.761904761904763,15.5,329,0,0,0.0,1,329,0,0,32767,24188,-32768,52273.10452804578,329,0,452,64.57142857142857,329,0,0,0,0.0,133,452,0,329,452,0.0,2.473684210526316,1,1,1,0.995575221238938,104.0,199,0,651,93.0,0,63,3,23,0.5,110,231,420,430,420,8.652173913043478,1.2363636363636363,2,2,2,0.7542242703533026,53.0,42,0,42,6.0,0,0,5,126,0.8333333333333334,7,0,42,42,42,0.3333333333333333,6.0,1,1,1,1.0,42.0,-3,-5,-2,32767,24188,32768,17378.0,-1501.142857142857,-9139.42857142857,52273.10452804578,28025.10625587512,196175.74379112583,0,0,0.0,0,jab
11,5,31,1.6129032258064515,670,331,0.8104477611940298,0.18955223880597014,0.0,0.7492447129909365,0.25075528700906347,0.0,1,1,165,416,165,248,83,416,543,127,2.9879518072289155,248.0,83.0,4.275590551181103,543.0,127.0,248,1,9,0.25,1,248,0,0,32767,9020,-30936,45957.293055618495,248,0,543,108.6,102,0,1,9,0.25,22,350,193,350,441,16.22222222222222,11.272727272727273,2,1,1,0.8747697974217311,134.5,83,0,127,25.4,0,83,4,31,1.0,0,0,127,127,83,2.6774193548387095,0.0,2,1,1,1.0,19.5,0,0,0,0.0,0,0,0,0,0.0,31,0,0,0,0,0.0,0.0,5,5,5,0.0,0.0,-3,1,4,32767,16396,30936,29847.2,2136.8,-14748.8,45957.293055618495,37874.6600477601,189373.3002388005,1,9,0.25,0,jab
12,5,31,1.6129032258064515,1005,560,0.5024875621890548,0.4975124378109453,0.0,0.6535714285714286,0.3464285714285714,0.0,1,1,172,5,172,366,194,5,505,500,1.8865979381443299,366.0,194.0,1.01,505.0,500.0,366,0,0,0.0,1,366,0,0,32767,17352,-32768,49482.421292818726,366,0,505,101.0,366,0,0,0,0.0,31,503,2,366,505,0.0,11.806451612903226,1,1,1,0.996039603960396,114.5,194,0,500,100.0,0,90,3,23,0.75,8,28,472,410,284,8.434782608695652,13.0,2,2,2,0.944,55.0,0,0,0,0.0,0,0,0,0,0.0,31,0,0,0,0,0.0,0.0,5,5,5,0.0,0.0,-3,0,3,32767,17564,32768,29150.6,-3568.8,-12597.6,49482.421292818726,37831.40110748553,189157.00553742764,0,0,0.0,0,jab
13,8,142,0.5633802816901409,1289,548,0.4732350659425912,0.5267649340574089,0.0,0.5857664233576643,0.4142335766423358,0.0,1,2,94,69,94,321,227,-69,610,679,1.4140969162995596,321.0,227.0,0.898379970544919,610.0,679.0,321,1,9,0.14285714285714285,1,321,0,0,32767,32767,-32768,56754.686167751825,321,0,610,76.25,181,0,1,9,0.14285714285714285,133,610,0,502,429,15.555555555555555,2.4135338345864663,2,1,1,1.0,176.5,227,0,679,84.875,0,66,3,24,0.42857142857142855,118,306,373,306,600,9.458333333333334,1.3644067796610169,2,2,1,0.7083946980854198,100.0,0,0,0,0.0,0,0,0,0,0.0,142,0,0,0,0,0.0,0.0,8,8,8,0.0,0.0,-2,1,3,32767,32767,32768,13465.625,-1472.125,-7246.5,56754.686167751825,28869.341439940148,230954.73151952118,1,9,0.14285714285714285,0,jab
14,5,31,1.6129032258064515,649,284,0.5500770416024653,0.44992295839753466,0.0,0.5422535211267606,0.45774647887323944,0.0,1,1,24,65,24,154,130,65,357,292,1.1846153846153846,154.0,130.0,1.2226027397260273,357.0,292.0,154,1,8,0.25,1,154,0,0,32767,5824,-32768,46704.7865748255,154,0,357,71.4,139,0,1,8,0.25,23,293,64,293,218,1.875,6.695652173913044,2,2,2,1.0,52.5,130,0,292,58.4,0,98,3,24,0.75,7,0,292,194,228,5.416666666666667,4.571428571428571,2,2,1,1.0,49.0,0,0,0,0.0,0,0,0,0,0.0,31,0,0,0,0,0.0,0.0,5,5,5,0.0,0.0,-2,1,3,32767,19680,32768,30276.2,-5305.6,-12737.6,46704.7865748255,36022.71308605398,180113.5654302699,1,8,0.25,0,jab
15,8,147,0.5442176870748299,1363,579,0.607483492296405,0.3888481291269259,0.003668378576669112,0.7461139896373057,0.2504317789291883,0.0034542314335060447,1,1,287,298,287,430,143,298,823,525,2.9793103448275864,216.0,72.5,1.5622641509433963,165.6,106.0,432,0,0,0.0,1,432,0,1,32767,10156,-32768,47440.09326508539,432,0,828,103.5,432,0,0,0,0.0,147,827,1,432,828,0.0,2.938775510204082,2,2,1,0.9130434782608695,54.0,145,0,530,66.25,0,67,3,24,0.42857142857142855,123,249,281,249,426,6.041666666666667,0.6341463414634146,3,1,1,0.6075471698113207,56.5,2,0,5,0.625,1,0,4,32,0.5714285714285714,115,1,4,3,4,0.03125,0.017391304347826087,3,2,2,0.8,1.0,-3,-4,-1,32767,18664,32768,14046.625,-2651.0,-10121.5,47440.09326508539,25566.938432887553,204535.50746310042,0,0,0.0,0,jab
16,12,166,0.7228915662650602,1724,778,0.4147331786542923,0.5759860788863109,0.009280742459396751,0.7236503856041131,0.2647814910025707,0.011568123393316195,1,2,357,278,357,554,197,-278,699,977,2.733009708737864,62.55555555555556,22.88888888888889,0.7200402819738168,44.6875,62.0625,563,1,7,0.09090909090909091,1,563,49,0,32767,32767,-32768,56754.686167751825,563,0,715,59.583333333333336,125,1,1,7,0.09090909090909091,159,688,27,688,590,62.57142857142857,3.5345911949685536,1,1,1,0.9622377622377623,500.5,206,0,993,82.75,0,63,3,22,0.2727272727272727,144,551,442,330,869,9.363636363636363,0.9930555555555556,2,1,1,0.43705941591137965,92.0,9,0,16,1.3333333333333333,0,0,6,128,0.5454545454545454,38,5,11,14,11,0.0703125,0.23684210526315788,2,1,1,0.9375,6.0,-2,-5,-3,32768,32767,32768,9031.916666666666,-852.75,-7856.083333333333,56754.686167751825,25324.10874021487,303889.30488257844,1,7,0.09090909090909091,0,jab
